benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,attributes_en
3,REC-000117,Service,Installation,Service,Installation,"{""sku"":""SKU-JI47TDBL"",""upc"":""437159125510"",""name"":""פריט_0d9w24"",""size"":""M"",""tags"":[""אלקטרוניקה"",""צעצועים"",""מזון"",""ספרים"",""ספרים""],""brand"":""מותג ב"",""color"":""סטנדרטי"",""price"":50.96,""rating"":""1.2"",""weight"":88.41,""material"":""פוליאסטר"",""inventory"":7,""dimensions"":{""width"":292,""height"":248,""length"":16},""createdDate"":""2025-07-13T07:50:15.339Z"",""description"":""מוצר מוזיקה צרכני"",""lastModified"":""2026-02-27T16:00:53.362Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""1.40"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-07T04:08:58.281Z""}",
3,REC-000118,Security,Role,Security,Role,"{""sku"":""SKU-T2GS65H1"",""upc"":""588339059912"",""name"":""פריט_5s7iai"",""size"":""XL"",""tags"":[""מוזיקה"",""מוזיקה"",""בית""],""brand"":""גנרי"",""color"":""בסיסי"",""price"":58.94,""rating"":""3.5"",""weight"":59.47,""material"":""צמר"",""inventory"":581,""dimensions"":{""width"":140,""height"":56,""length"":194},""createdDate"":""2026-01-13T09:58:50.231Z"",""description"":""מוצר צעצועים סטנדרטי"",""lastModified"":""2026-03-11T03:01:15.555Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Active"",""verified"":true,""confidence"":""88.39"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-18T21:15:36.362Z""}","{""sku"":""SKU-T2GS65H1"",""upc"":""588339059912"",""name"":""Item_5s7iai"",""size"":""XL"",""tags"":[""music"",""music"",""home""],""brand"":""Generic"",""color"":""basic"",""price"":58.94,""rating"":""3.5"",""weight"":59.47,""material"":""Wool"",""inventory"":581,""dimensions"":{""width"":140,""height"":56,""length"":194},""createdDate"":""2026-01-13T09:58:50.231Z"",""description"":""A standard toys product"",""lastModified"":""2026-03-11T03:01:15.555Z""}"
3,REC-000119,User,Internal,User,Internal,"{""sku"":""SKU-ZXGQOXX4"",""upc"":""297468437707"",""name"":""פריט_t4xn1g"",""size"":""L"",""tags"":[""אמנות"",""ספורט"",""ספורט""],""brand"":""גנרי"",""color"":""מקצועי"",""price"":57.07,""rating"":""0.4"",""weight"":97.63,""material"":""מתכת"",""inventory"":928,""dimensions"":{""width"":322,""height"":133,""length"":292},""createdDate"":""2025-03-30T02:03:16.713Z"",""description"":""מוצר ספרים מקצועי"",""lastModified"":""2026-03-02T09:55:49.338Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Archived"",""verified"":true,""confidence"":""93.60"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-03T01:31:30.376Z""}","{""sku"":""SKU-ZXGQOXX4"",""upc"":""297468437707"",""name"":""Item_t4xn1g"",""size"":""L"",""tags"":[""art"",""sports"",""sports""],""brand"":""Generic"",""color"":""professional"",""price"":57.07,""rating"":""0.4"",""weight"":97.63,""material"":""Metal"",""inventory"":928,""dimensions"":{""width"":322,""height"":133,""length"":292},""createdDate"":""2025-03-30T02:03:16.713Z"",""description"":""A professional books product"",""lastModified"":""2026-03-02T09:55:49.338Z""}"
3,REC-000120,Complaint,Delivery,Complaint,Delivery,"{""sku"":""SKU-YSLM5O9O"",""upc"":""869824967824"",""name"":""פריט_0381j9"",""size"":""S"",""tags"":[""בית"",""צעצועים"",""צעצועים""],""brand"":""גנרי"",""color"":""צרכני"",""price"":99.15,""rating"":""3.2"",""weight"":33.56,""material"":""עור"",""inventory"":169,""dimensions"":{""width"":294,""height"":122,""length"":497},""createdDate"":""2025-07-26T06:21:41.335Z"",""description"":""מוצר מוזיקה אדום"",""lastModified"":""2026-03-05T08:50:31.896Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Inactive"",""verified"":true,""confidence"":""35.10"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-18T21:53:14.855Z""}","{""sku"":""SKU-YSLM5O9O"",""upc"":""869824967824"",""name"":""Item_0381j9"",""size"":""S"",""tags"":[""home"",""toys"",""toys""],""brand"":""Generic"",""color"":""consumer"",""price"":99.15,""rating"":""3.2"",""weight"":33.56,""material"":""Leather"",""inventory"":169,""dimensions"":{""width"":294,""height"":122,""length"":497},""createdDate"":""2025-07-26T06:21:41.335Z"",""description"":""A red music product"",""lastModified"":""2026-03-05T08:50:31.896Z""}"
3,REC-000121,Feedback,Question,Feedback,Question,"{""sku"":""SKU-0C9ASRUY"",""upc"":""632541875361"",""name"":""פריט_cel9i"",""size"":""M"",""tags"":[""ריהוט"",""ריהוט"",""מזון"",""אלקטרוניקה"",""ספרים""],""brand"":""תקציב"",""color"":""צרכני"",""price"":99.23,""rating"":""4.0"",""weight"":50.51,""material"":""ניילון"",""inventory"":155,""dimensions"":{""width"":438,""height"":482,""length"":233},""createdDate"":""2025-06-26T07:25:01.133Z"",""description"":""מוצר בית פרמיום"",""lastModified"":""2026-03-10T12:07:52.260Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Review"",""verified"":true,""confidence"":""15.02"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-19T11:30:28.002Z""}","{""sku"":""SKU-0C9ASRUY"",""upc"":""632541875361"",""name"":""Item_cel9i"",""size"":""M"",""tags"":[""furniture"",""furniture"",""food"",""electronics"",""books""],""brand"":""Budget"",""color"":""consumer"",""price"":99.23,""rating"":""4.0"",""weight"":50.51,""material"":""Nylon"",""inventory"":155,""dimensions"":{""width"":438,""height"":482,""length"":233},""createdDate"":""2025-06-26T07:25:01.133Z"",""description"":""A premium home product"",""lastModified"":""2026-03-10T12:07:52.260Z""}"
3,REC-000122,Complaint,Support,Complaint,Support,"{""sku"":""SKU-55FRHUBA"",""upc"":""252273606646"",""name"":""פריט_tomdfo"",""size"":""XXL"",""tags"":[""מוזיקה"",""אלקטרוניקה"",""אלקטרוניקה""],""brand"":""גנרי"",""color"":""צרכני"",""price"":30.81,""rating"":""3.4"",""weight"":76.97,""material"":""פלסטיק"",""inventory"":875,""dimensions"":{""width"":334,""height"":126,""length"":400},""createdDate"":""2025-12-02T03:29:35.784Z"",""description"":""מוצר ביגוד מקצועי"",""lastModified"":""2026-03-16T07:17:35.366Z""}","{""region"":""MENA"",""source"":""Manual Entry"",""status"":""Active"",""verified"":false,""confidence"":""52.70"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-22T00:02:56.902Z""}","{""sku"":""SKU-55FRHUBA"",""upc"":""252273606646"",""name"":""Item_tomdfo"",""size"":""XXL"",""tags"":[""music"",""electronics"",""electronics""],""brand"":""Generic"",""color"":""consumer"",""price"":30.81,""rating"":""3.4"",""weight"":76.97,""material"":""Plastic"",""inventory"":875,""dimensions"":{""width"":334,""height"":126,""length"":400},""createdDate"":""2025-12-02T03:29:35.784Z"",""description"":""A professional clothing product"",""lastModified"":""2026-03-16T07:17:35.366Z""}"
3,REC-000123,Content,Presentation,Content,Presentation,"{""sku"":""SKU-CXBZK9NI"",""upc"":""33506250519"",""name"":""פריט_dh5kddj"",""size"":""XL"",""tags"":[""ספורט""],""brand"":""מותג ד"",""color"":""קטן"",""price"":69.43,""rating"":""0.9"",""weight"":11.7,""material"":""פוליאסטר"",""inventory"":125,""dimensions"":{""width"":488,""height"":214,""length"":178},""createdDate"":""2026-02-21T23:47:58.654Z"",""description"":""מוצר ריהוט קטן"",""lastModified"":""2026-03-03T02:22:41.984Z""}","{""region"":""US"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":true,""confidence"":""22.37"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-10T06:15:48.276Z""}","{""sku"":""SKU-CXBZK9NI"",""upc"":""33506250519"",""name"":""Item_dh5kddj"",""size"":""XL"",""tags"":[""sports""],""brand"":""BrandD"",""color"":""small"",""price"":69.43,""rating"":""0.9"",""weight"":11.7,""material"":""Polyester"",""inventory"":125,""dimensions"":{""width"":488,""height"":214,""length"":178},""createdDate"":""2026-02-21T23:47:58.654Z"",""description"":""A small furniture product"",""lastModified"":""2026-03-03T02:22:41.984Z""}"
3,REC-000124,System,Backup,System,Backup,"{""sku"":""SKU-I3L4ODXV"",""upc"":""417647507993"",""name"":""פריט_8x3qe5"",""size"":""M"",""tags"":[""אלקטרוניקה"",""בית"",""ספרים"",""אמנות""],""brand"":""מותג ה"",""color"":""בסיסי"",""price"":3.96,""rating"":""1.2"",""weight"":16.06,""material"":""עור"",""inventory"":978,""dimensions"":{""width"":65,""height"":184,""length"":469},""createdDate"":""2025-05-30T18:18:47.802Z"",""description"":""מוצר צעצועים גדול"",""lastModified"":""2026-03-11T17:50:07.300Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Review"",""verified"":true,""confidence"":""25.93"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-27T05:27:10.237Z""}","{""sku"":""SKU-I3L4ODXV"",""upc"":""417647507993"",""name"":""Item_8x3qe5"",""size"":""M"",""tags"":[""electronics"",""home"",""books"",""art""],""brand"":""BrandE"",""color"":""basic"",""price"":3.96,""rating"":""1.2"",""weight"":16.06,""material"":""Leather"",""inventory"":978,""dimensions"":{""width"":65,""height"":184,""length"":469},""createdDate"":""2025-05-30T18:18:47.802Z"",""description"":""A large toys product"",""lastModified"":""2026-03-11T17:50:07.300Z""}"
3,REC-000125,Content,Presentation,Content,Presentation,"{""sku"":""SKU-GWU6AC95"",""upc"":""652023185856"",""name"":""פריט_qnixwh"",""size"":""L"",""tags"":[""ספרים"",""בית"",""ריהוט""],""brand"":""מותג ג"",""color"":""גדול"",""price"":92.43,""rating"":""2.0"",""weight"":45.31,""material"":""פוליאסטר"",""inventory"":66,""dimensions"":{""width"":45,""height"":298,""length"":191},""createdDate"":""2026-03-26T03:56:05.024Z"",""description"":""מוצר צעצועים אדום"",""lastModified"":""2026-03-22T06:36:45.165Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Review"",""verified"":true,""confidence"":""44.10"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-07T00:55:22.597Z""}","{""sku"":""SKU-GWU6AC95"",""upc"":""652023185856"",""name"":""Item_qnixwh"",""size"":""L"",""tags"":[""books"",""home"",""furniture""],""brand"":""BrandC"",""color"":""large"",""price"":92.43,""rating"":""2.0"",""weight"":45.31,""material"":""Polyester"",""inventory"":66,""dimensions"":{""width"":45,""height"":298,""length"":191},""createdDate"":""2026-03-26T03:56:05.024Z"",""description"":""A red toys product"",""lastModified"":""2026-03-22T06:36:45.165Z""}"
3,REC-000126,System,Backup,System,Backup,"{""sku"":""SKU-654LJH92"",""upc"":""758963755810"",""name"":""פריט_0f9hga"",""size"":""XL"",""tags"":[""צעצועים""],""brand"":""מותג ג"",""color"":""סטנדרטי"",""price"":79.68,""rating"":""0.1"",""weight"":6.15,""material"":""כותנה"",""inventory"":527,""dimensions"":{""width"":35,""height"":200,""length"":75},""createdDate"":""2025-10-22T06:16:22.083Z"",""description"":""מוצר מזון קטן"",""lastModified"":""2026-03-10T10:39:45.344Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Active"",""verified"":false,""confidence"":""7.59"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-16T16:19:33.926Z""}","{""sku"":""SKU-654LJH92"",""upc"":""758963755810"",""name"":""Item_0f9hga"",""size"":""XL"",""tags"":[""toys""],""brand"":""BrandC"",""color"":""standard"",""price"":79.68,""rating"":""0.1"",""weight"":6.15,""material"":""Cotton"",""inventory"":527,""dimensions"":{""width"":35,""height"":200,""length"":75},""createdDate"":""2025-10-22T06:16:22.083Z"",""description"":""A small food product"",""lastModified"":""2026-03-10T10:39:45.344Z""}"
3,REC-000127,Feedback,Improvement,Feedback,Improvement,"{""sku"":""SKU-PSINVXJC"",""upc"":""46617787719"",""name"":""פריט_u5q4b"",""size"":""XS"",""tags"":[""מוזיקה"",""אלקטרוניקה"",""ספרים"",""אמנות""],""brand"":""גנרי"",""color"":""אדום"",""price"":21.35,""rating"":""3.7"",""weight"":9.62,""material"":""פוליאסטר"",""inventory"":362,""dimensions"":{""width"":234,""height"":191,""length"":260},""createdDate"":""2025-12-21T13:42:33.623Z"",""description"":""מוצר ספורט גדול"",""lastModified"":""2026-03-12T10:24:18.964Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Pending"",""verified"":false,""confidence"":""40.66"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-02-26T04:18:03.468Z""}","{""sku"":""SKU-PSINVXJC"",""upc"":""46617787719"",""name"":""Item_u5q4b"",""size"":""XS"",""tags"":[""music"",""electronics"",""books"",""art""],""brand"":""Generic"",""color"":""red"",""price"":21.35,""rating"":""3.7"",""weight"":9.62,""material"":""Polyester"",""inventory"":362,""dimensions"":{""width"":234,""height"":191,""length"":260},""createdDate"":""2025-12-21T13:42:33.623Z"",""description"":""A large sports product"",""lastModified"":""2026-03-12T10:24:18.964Z""}"
3,REC-000128,User,Premium,User,Premium,"{""sku"":""SKU-VTXC6XLY"",""upc"":""397528951216"",""name"":""פריט_2nswjk"",""size"":""XL"",""tags"":[""אלקטרוניקה""],""brand"":""יוקרה"",""color"":""דלוקס"",""price"":44.73,""rating"":""3.6"",""weight"":52.12,""material"":""ניילון"",""inventory"":605,""dimensions"":{""width"":147,""height"":211,""length"":50},""createdDate"":""2025-05-30T14:25:19.934Z"",""description"":""מוצר בית צרכני"",""lastModified"":""2026-03-22T19:42:20.091Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Archived"",""verified"":true,""confidence"":""92.67"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-08T22:40:23.658Z""}","{""sku"":""SKU-VTXC6XLY"",""upc"":""397528951216"",""name"":""Item_2nswjk"",""size"":""XL"",""tags"":[""electronics""],""brand"":""Luxury"",""color"":""deluxe"",""price"":44.73,""rating"":""3.6"",""weight"":52.12,""material"":""Nylon"",""inventory"":605,""dimensions"":{""width"":147,""height"":211,""length"":50},""createdDate"":""2025-05-30T14:25:19.934Z"",""description"":""A consumer home product"",""lastModified"":""2026-03-22T19:42:20.091Z""}"
3,REC-000129,Shipping,Self Pickup,Shipping,Self Pickup,"{""sku"":""SKU-VM50IM08"",""upc"":""839376035801"",""name"":""פריט_qfp08h"",""size"":""L"",""tags"":[""אלקטרוניקה"",""צעצועים"",""אלקטרוניקה"",""ספורט""],""brand"":""תקציב"",""color"":""אדום"",""price"":5.44,""rating"":""2.7"",""weight"":77.93,""material"":""זכוכית"",""inventory"":102,""dimensions"":{""width"":360,""height"":318,""length"":42},""createdDate"":""2025-06-26T11:57:36.062Z"",""description"":""מוצר ספרים מקצועי"",""lastModified"":""2026-03-19T15:28:18.241Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":false,""confidence"":""49.48"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-07T00:32:16.010Z""}","{""sku"":""SKU-VM50IM08"",""upc"":""839376035801"",""name"":""Item_qfp08h"",""size"":""L"",""tags"":[""electronics"",""toys"",""electronics"",""sports""],""brand"":""Budget"",""color"":""red"",""price"":5.44,""rating"":""2.7"",""weight"":77.93,""material"":""Glass"",""inventory"":102,""dimensions"":{""width"":360,""height"":318,""length"":42},""createdDate"":""2025-06-26T11:57:36.062Z"",""description"":""A professional books product"",""lastModified"":""2026-03-19T15:28:18.241Z""}"
3,REC-000130,Service,Phone,Service,Phone,"{""sku"":""SKU-J79YL2S3"",""upc"":""519282143288"",""name"":""פריט_54igj7"",""size"":""XXL"",""tags"":[""אלקטרוניקה"",""ספרים"",""ספרים"",""מזון""],""brand"":""יוקרה"",""color"":""מקצועי"",""price"":95.69,""rating"":""0.1"",""weight"":35.36,""material"":""פוליאסטר"",""inventory"":826,""dimensions"":{""width"":76,""height"":176,""length"":338},""createdDate"":""2025-10-15T01:20:05.593Z"",""description"":""מוצר ספרים פרמיום"",""lastModified"":""2026-03-21T13:06:17.528Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Archived"",""verified"":false,""confidence"":""82.32"",""department"":""Marketing"",""dataQuality"":""Low"",""lastChecked"":""2026-03-11T23:38:50.020Z""}","{""sku"":""SKU-J79YL2S3"",""upc"":""519282143288"",""name"":""Item_54igj7"",""size"":""XXL"",""tags"":[""electronics"",""books"",""books"",""food""],""brand"":""Luxury"",""color"":""professional"",""price"":95.69,""rating"":""0.1"",""weight"":35.36,""material"":""Polyester"",""inventory"":826,""dimensions"":{""width"":76,""height"":176,""length"":338},""createdDate"":""2025-10-15T01:20:05.593Z"",""description"":""A premium books product"",""lastModified"":""2026-03-21T13:06:17.528Z""}"
3,REC-000131,System,Logging,System,Logging,"{""sku"":""SKU-34DBB6G8"",""upc"":""425670632159"",""name"":""פריט_fiqxe"",""size"":""One Size"",""tags"":[""צעצועים"",""מוזיקה"",""צעצועים"",""ריהוט"",""ספרים""],""brand"":""מותג חנות"",""color"":""מקצועי"",""price"":0.34,""rating"":""1.4"",""weight"":72.4,""material"":""משי"",""inventory"":821,""dimensions"":{""width"":329,""height"":253,""length"":69},""createdDate"":""2025-11-11T07:36:28.896Z"",""description"":""מוצר ספורט כחול"",""lastModified"":""2026-03-15T14:25:06.636Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Active"",""verified"":false,""confidence"":""69.39"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-12T18:47:26.088Z""}","{""sku"":""SKU-34DBB6G8"",""upc"":""425670632159"",""name"":""Item_fiqxe"",""size"":""One Size"",""tags"":[""toys"",""music"",""toys"",""furniture"",""books""],""brand"":""Store Brand"",""color"":""professional"",""price"":0.34,""rating"":""1.4"",""weight"":72.4,""material"":""Silk"",""inventory"":821,""dimensions"":{""width"":329,""height"":253,""length"":69},""createdDate"":""2025-11-11T07:36:28.896Z"",""description"":""A blue sports product"",""lastModified"":""2026-03-15T14:25:06.636Z""}"
3,REC-000132,Content,Presentation,Content,Presentation,"{""sku"":""SKU-2X0JW7G4"",""upc"":""47284538045"",""name"":""פריט_7tszgj"",""size"":""XXL"",""tags"":[""ספרים"",""צעצועים"",""צעצועים"",""ספרים""],""brand"":""תקציב"",""color"":""סטנדרטי"",""price"":28.71,""rating"":""2.8"",""weight"":34.41,""material"":""מתכת"",""inventory"":782,""dimensions"":{""width"":383,""height"":299,""length"":86},""createdDate"":""2025-05-17T21:57:12.245Z"",""description"":""מוצר אמנות מקצועי"",""lastModified"":""2026-02-28T14:51:25.304Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Review"",""verified"":false,""confidence"":""98.35"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-08T12:52:29.783Z""}","{""sku"":""SKU-2X0JW7G4"",""upc"":""47284538045"",""name"":""Item_7tszgj"",""size"":""XXL"",""tags"":[""books"",""toys"",""toys"",""books""],""brand"":""Budget"",""color"":""standard"",""price"":28.71,""rating"":""2.8"",""weight"":34.41,""material"":""Metal"",""inventory"":782,""dimensions"":{""width"":383,""height"":299,""length"":86},""createdDate"":""2025-05-17T21:57:12.245Z"",""description"":""A professional art product"",""lastModified"":""2026-02-28T14:51:25.304Z""}"
3,REC-000133,Security,Login,Security,Login,"{""sku"":""SKU-IV3U607S"",""upc"":""304194775546"",""name"":""פריט_rupq79"",""size"":""L"",""tags"":[""ספרים"",""ריהוט"",""צעצועים"",""ספרים""],""brand"":""מותג ד"",""color"":""כחול"",""price"":74.8,""rating"":""3.8"",""weight"":86.35,""material"":""מתכת"",""inventory"":370,""dimensions"":{""width"":42,""height"":328,""length"":242},""createdDate"":""2025-08-28T23:32:49.794Z"",""description"":""מוצר אלקטרוניקה דלוקס"",""lastModified"":""2026-03-21T12:36:50.672Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Review"",""verified"":false,""confidence"":""82.95"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-07T15:29:52.816Z""}","{""sku"":""SKU-IV3U607S"",""upc"":""304194775546"",""name"":""Item_rupq79"",""size"":""L"",""tags"":[""books"",""furniture"",""toys"",""books""],""brand"":""BrandD"",""color"":""blue"",""price"":74.8,""rating"":""3.8"",""weight"":86.35,""material"":""Metal"",""inventory"":370,""dimensions"":{""width"":42,""height"":328,""length"":242},""createdDate"":""2025-08-28T23:32:49.794Z"",""description"":""A deluxe electronics product"",""lastModified"":""2026-03-21T12:36:50.672Z""}"
3,REC-000134,Product,Rental,Product,Rental,"{""sku"":""SKU-3P9A6C5V"",""upc"":""992978236285"",""name"":""פריט_chnpyn"",""size"":""XL"",""tags"":[""מוזיקה""],""brand"":""מותג א"",""color"":""גדול"",""price"":6.56,""rating"":""3.5"",""weight"":98.41,""material"":""מתכת"",""inventory"":889,""dimensions"":{""width"":114,""height"":296,""length"":477},""createdDate"":""2025-11-21T21:30:28.306Z"",""description"":""מוצר בית פרמיום"",""lastModified"":""2026-03-11T08:45:26.310Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Inactive"",""verified"":false,""confidence"":""15.18"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-18T16:32:53.023Z""}","{""sku"":""SKU-3P9A6C5V"",""upc"":""992978236285"",""name"":""Item_chnpyn"",""size"":""XL"",""tags"":[""music""],""brand"":""BrandA"",""color"":""large"",""price"":6.56,""rating"":""3.5"",""weight"":98.41,""material"":""Metal"",""inventory"":889,""dimensions"":{""width"":114,""height"":296,""length"":477},""createdDate"":""2025-11-21T21:30:28.306Z"",""description"":""A premium home product"",""lastModified"":""2026-03-11T08:45:26.310Z""}"
3,REC-000135,Feedback,Question,Feedback,Question,"{""sku"":""SKU-YQEO28K3"",""upc"":""604426508691"",""name"":""פריט_778zu8"",""size"":""One Size"",""tags"":[""ספרים""],""brand"":""מותג ה"",""color"":""אדום"",""price"":0.4,""rating"":""4.9"",""weight"":21.11,""material"":""משי"",""inventory"":506,""dimensions"":{""width"":43,""height"":322,""length"":297},""createdDate"":""2025-05-03T12:08:14.242Z"",""description"":""מוצר ספורט אדום"",""lastModified"":""2026-03-18T05:30:14.996Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Archived"",""verified"":false,""confidence"":""37.38"",""department"":""Sales"",""dataQuality"":""Low"",""lastChecked"":""2026-03-04T06:14:19.747Z""}","{""sku"":""SKU-YQEO28K3"",""upc"":""604426508691"",""name"":""Item_778zu8"",""size"":""One Size"",""tags"":[""books""],""brand"":""BrandE"",""color"":""red"",""price"":0.4,""rating"":""4.9"",""weight"":21.11,""material"":""Silk"",""inventory"":506,""dimensions"":{""width"":43,""height"":322,""length"":297},""createdDate"":""2025-05-03T12:08:14.242Z"",""description"":""A red sports product"",""lastModified"":""2026-03-18T05:30:14.996Z""}"
3,REC-000136,Communication,WhatsApp,Communication,WhatsApp,"{""sku"":""SKU-B6PTKQHK"",""upc"":""18848578620"",""name"":""פריט_s8qugk"",""size"":""XXL"",""tags"":[""מוזיקה"",""ביגוד""],""brand"":""מותג ב"",""color"":""דלוקס"",""price"":45.8,""rating"":""2.3"",""weight"":84.18,""material"":""עץ"",""inventory"":774,""dimensions"":{""width"":71,""height"":452,""length"":482},""createdDate"":""2025-10-30T19:30:22.653Z"",""description"":""מוצר ריהוט גדול"",""lastModified"":""2026-03-17T10:37:47.362Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Inactive"",""verified"":true,""confidence"":""24.06"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-01T12:14:25.031Z""}","{""sku"":""SKU-B6PTKQHK"",""upc"":""18848578620"",""name"":""Item_s8qugk"",""size"":""XXL"",""tags"":[""music"",""clothing""],""brand"":""BrandB"",""color"":""deluxe"",""price"":45.8,""rating"":""2.3"",""weight"":84.18,""material"":""Wood"",""inventory"":774,""dimensions"":{""width"":71,""height"":452,""length"":482},""createdDate"":""2025-10-30T19:30:22.653Z"",""description"":""A large furniture product"",""lastModified"":""2026-03-17T10:37:47.362Z""}"
3,REC-000137,User,Admin,User,Admin,"{""sku"":""SKU-OAT62R5P"",""upc"":""384484982403"",""name"":""פריט_0mas3n"",""size"":""XL"",""tags"":[""אלקטרוניקה""],""brand"":""מותג א"",""color"":""צרכני"",""price"":3.8,""rating"":""4.4"",""weight"":38.22,""material"":""מתכת"",""inventory"":233,""dimensions"":{""width"":93,""height"":274,""length"":272},""createdDate"":""2025-10-04T17:03:34.977Z"",""description"":""מוצר אמנות מקצועי"",""lastModified"":""2026-03-07T18:26:38.218Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""8.50"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-02T10:33:13.171Z""}","{""sku"":""SKU-OAT62R5P"",""upc"":""384484982403"",""name"":""Item_0mas3n"",""size"":""XL"",""tags"":[""electronics""],""brand"":""BrandA"",""color"":""consumer"",""price"":3.8,""rating"":""4.4"",""weight"":38.22,""material"":""Metal"",""inventory"":233,""dimensions"":{""width"":93,""height"":274,""length"":272},""createdDate"":""2025-10-04T17:03:34.977Z"",""description"":""A professional art product"",""lastModified"":""2026-03-07T18:26:38.218Z""}"
3,REC-000138,Product,Custom,Product,Custom,"{""sku"":""SKU-GIAB1SXI"",""upc"":""142582426292"",""name"":""פריט_ojgvf"",""size"":""M"",""tags"":[""אלקטרוניקה"",""ביגוד"",""אמנות"",""ריהוט""],""brand"":""מותג חנות"",""color"":""אדום"",""price"":79.05,""rating"":""2.8"",""weight"":42.71,""material"":""פלסטיק"",""inventory"":402,""dimensions"":{""width"":85,""height"":135,""length"":433},""createdDate"":""2025-06-06T11:22:53.710Z"",""description"":""מוצר ריהוט סטנדרטי"",""lastModified"":""2026-03-23T08:34:02.876Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Inactive"",""verified"":true,""confidence"":""56.77"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-03T01:56:16.612Z""}","{""sku"":""SKU-GIAB1SXI"",""upc"":""142582426292"",""name"":""Item_ojgvf"",""size"":""M"",""tags"":[""electronics"",""clothing"",""art"",""furniture""],""brand"":""Store Brand"",""color"":""red"",""price"":79.05,""rating"":""2.8"",""weight"":42.71,""material"":""Plastic"",""inventory"":402,""dimensions"":{""width"":85,""height"":135,""length"":433},""createdDate"":""2025-06-06T11:22:53.710Z"",""description"":""A standard furniture product"",""lastModified"":""2026-03-23T08:34:02.876Z""}"
