benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,en_attributes,confidence
1,REC-000327,Feedback,Question,Feedback,Neutral,"{""sku"": ""SKU-SK3ATNB6"", ""upc"": ""301759662260"", ""name"": ""Artículo_lc6a5"", ""size"": ""One Size"", ""tags"": [""música"", ""deportes"", ""arte"", ""electrónica""], ""brand"": ""Económico"", ""color"": ""rojo"", ""price"": 33.63, ""rating"": ""2.8"", ""weight"": 0.11, ""material"": ""Madera"", ""inventory"": 242, ""dimensions"": {""width"": 344, ""height"": 75, ""length"": 365}, ""createdDate"": ""2025-09-07T19:30:02.615Z"", ""description"": ""Un producto de deportes básico"", ""lastModified"": ""2026-03-26T05:29:35.277Z""}","{""region"": ""US"", ""source"": ""Extracción Web"", ""status"": ""Inactivo"", ""verified"": true, ""confidence"": ""80.34"", ""department"": ""Ventas"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-02-28T10:56:39.886Z""}","{""sku"":""SKU-SK3ATNB6"",""upc"":""301759662260"",""name"":""Item_lc6a5"",""size"":""One Size"",""tags"":[""music"",""sports"",""art"",""electronics""],""brand"":""Budget"",""color"":""red"",""price"":33.63,""rating"":""2.8"",""weight"":0.11,""material"":""Wood"",""inventory"":242,""dimensions"":{""width"":344,""height"":75,""length"":365},""createdDate"":""2025-09-07T19:30:02.615Z"",""description"":""A basic sports product"",""lastModified"":""2026-03-26T05:29:35.277Z""}",0.803
1,REC-000328,Return,Wrong Item,Return,Unwanted,"{""sku"": ""SKU-2ZHOCFWZ"", ""upc"": ""800123776758"", ""name"": ""Artículo_5wsl33"", ""size"": ""XS"", ""tags"": [""ropa"", ""música"", ""libros"", ""libros""], ""brand"": ""MarcaC"", ""color"": ""estándar"", ""price"": 12.04, ""rating"": ""2.8"", ""weight"": 3.4, ""material"": ""Nylon"", ""inventory"": 479, ""dimensions"": {""width"": 138, ""height"": 466, ""length"": 258}, ""createdDate"": ""2025-11-14T10:04:50.572Z"", ""description"": ""Un producto de arte premium"", ""lastModified"": ""2026-03-15T23:42:42.767Z""}","{""region"": ""APAC"", ""source"": ""Entrada Manual"", ""status"": ""Activo"", ""verified"": true, ""confidence"": ""26.53"", ""department"": ""Marketing"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-18T23:55:10.618Z""}","{""sku"":""SKU-2ZHOCFWZ"",""upc"":""800123776758"",""name"":""Item_5wsl33"",""size"":""XS"",""tags"":[""clothing"",""music"",""books"",""books""],""brand"":""BrandC"",""color"":""standard"",""price"":12.04,""rating"":""2.8"",""weight"":3.4,""material"":""Nylon"",""inventory"":479,""dimensions"":{""width"":138,""height"":466,""length"":258},""createdDate"":""2025-11-14T10:04:50.572Z"",""description"":""A premium art product"",""lastModified"":""2026-03-15T23:42:42.767Z""}",0.265
1,REC-000329,Account,Trial,Account,Trial,"{""sku"": ""SKU-4VKGXKUF"", ""upc"": ""721322329602"", ""name"": ""Artículo_ruekr"", ""size"": ""XS"", ""tags"": [""deportes"", ""hogar"", ""libros"", ""juguetes"", ""arte""], ""brand"": ""Genérico"", ""color"": ""premium"", ""price"": 22.93, ""rating"": ""3.9"", ""weight"": 68.98, ""material"": ""Plástico"", ""inventory"": 798, ""dimensions"": {""width"": 73, ""height"": 280, ""length"": 57}, ""createdDate"": ""2026-03-26T11:56:58.143Z"", ""description"": ""Un producto de muebles básico"", ""lastModified"": ""2026-03-02T20:56:56.053Z""}","{""region"": ""LATAM"", ""source"": ""API"", ""status"": ""Pendiente"", ""verified"": true, ""confidence"": ""81.20"", ""department"": ""Ventas"", ""dataQuality"": ""Baja"", ""lastChecked"": ""2026-03-11T18:28:32.304Z""}","{""sku"":""SKU-4VKGXKUF"",""upc"":""721322329602"",""name"":""Item_ruekr"",""size"":""XS"",""tags"":[""sports"",""home"",""books"",""toys"",""art""],""brand"":""Generic"",""color"":""premium"",""price"":22.93,""rating"":""3.9"",""weight"":68.98,""material"":""Plastic"",""inventory"":798,""dimensions"":{""width"":73,""height"":280,""length"":57},""createdDate"":""2026-03-26T11:56:58.143Z"",""description"":""A basic furniture product"",""lastModified"":""2026-03-02T20:56:56.053Z""}",0.812
1,REC-000330,Feedback,Negative,Feedback,Improvement,"{""sku"": ""SKU-V5JV46WH"", ""upc"": ""352075595749"", ""name"": ""Artículo_6qke5"", ""size"": ""XL"", ""tags"": [""comida"", ""hogar"", ""deportes""], ""brand"": ""Lujo"", ""color"": ""básico"", ""price"": 89.46, ""rating"": ""1.3"", ""weight"": 52.32, ""material"": ""Metal"", ""inventory"": 56, ""dimensions"": {""width"": 415, ""height"": 5, ""length"": 321}, ""createdDate"": ""2025-07-03T22:48:32.309Z"", ""description"": ""Un producto de alimentos para consumidores"", ""lastModified"": ""2026-03-09T18:41:53.729Z""}","{""region"": ""EU"", ""source"": ""Envío de Usuario"", ""status"": ""Inactivo"", ""verified"": true, ""confidence"": ""65.31"", ""department"": ""Soporte"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-22T10:17:32.684Z""}","{""sku"":""SKU-V5JV46WH"",""upc"":""352075595749"",""name"":""Item_6qke5"",""size"":""XL"",""tags"":[""food"",""home"",""sports""],""brand"":""Luxury"",""color"":""basic"",""price"":89.46,""rating"":""1.3"",""weight"":52.32,""material"":""Metal"",""inventory"":56,""dimensions"":{""width"":415,""height"":5,""length"":321},""createdDate"":""2025-07-03T22:48:32.309Z"",""description"":""A consumer food product"",""lastModified"":""2026-03-09T18:41:53.729Z""}",0.653
1,REC-000331,Payment,Invoice,Payment,Prepaid,"{""sku"": ""SKU-YYR7PFFN"", ""upc"": ""41684932688"", ""name"": ""Artículo_z7f0o8"", ""size"": ""One Size"", ""tags"": [""ropa"", ""deportes"", ""muebles"", ""libros""], ""brand"": ""MarcaE"", ""color"": ""rojo"", ""price"": 54.12, ""rating"": ""1.1"", ""weight"": 16.85, ""material"": ""Metal"", ""inventory"": 153, ""dimensions"": {""width"": 74, ""height"": 422, ""length"": 168}, ""createdDate"": ""2025-08-20T04:12:12.893Z"", ""description"": ""Un producto de alimentos premium"", ""lastModified"": ""2026-03-26T05:12:48.951Z""}","{""region"": ""EU"", ""source"": ""Entrada Manual"", ""status"": ""Archivado"", ""verified"": true, ""confidence"": ""39.07"", ""department"": ""Soporte"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-03-17T18:40:18.984Z""}","{""sku"":""SKU-YYR7PFFN"",""upc"":""41684932688"",""name"":""Item_z7f0o8"",""size"":""One Size"",""tags"":[""clothing"",""sports"",""furniture"",""books""],""brand"":""BrandE"",""color"":""red"",""price"":54.12,""rating"":""1.1"",""weight"":16.85,""material"":""Metal"",""inventory"":153,""dimensions"":{""width"":74,""height"":422,""length"":168},""createdDate"":""2025-08-20T04:12:12.893Z"",""description"":""A premium food product"",""lastModified"":""2026-03-26T05:12:48.951Z""}",0.391
1,REC-000332,Security,Vulnerability,Security,Access Control,"{""sku"": ""SKU-9X2SJY46"", ""upc"": ""141062643626"", ""name"": ""Artículo_1a1ldg"", ""size"": ""M"", ""tags"": [""comida""], ""brand"": ""Marca Propia"", ""color"": ""azul"", ""price"": 72.22, ""rating"": ""1.9"", ""weight"": 9.25, ""material"": ""Algodón"", ""inventory"": 646, ""dimensions"": {""width"": 22, ""height"": 417, ""length"": 342}, ""createdDate"": ""2026-02-05T08:08:02.269Z"", ""description"": ""Un producto de ropa para consumidores"", ""lastModified"": ""2026-03-25T15:35:52.104Z""}","{""region"": ""APAC"", ""source"": ""Envío de Usuario"", ""status"": ""Activo"", ""verified"": false, ""confidence"": ""63.89"", ""department"": ""Marketing"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-20T12:52:42.290Z""}","{""sku"":""SKU-9X2SJY46"",""upc"":""141062643626"",""name"":""Item_1a1ldg"",""size"":""M"",""tags"":[""food""],""brand"":""Store Brand"",""color"":""blue"",""price"":72.22,""rating"":""1.9"",""weight"":9.25,""material"":""Cotton"",""inventory"":646,""dimensions"":{""width"":22,""height"":417,""length"":342},""createdDate"":""2026-02-05T08:08:02.269Z"",""description"":""A consumer clothing product"",""lastModified"":""2026-03-25T15:35:52.104Z""}",0.639
1,REC-000333,Document,Invoice,Document,License,"{""sku"": ""SKU-53VCNUUX"", ""upc"": ""947372142062"", ""name"": ""Artículo_eo1vwr"", ""size"": ""S"", ""tags"": [""comida""], ""brand"": ""Marca Propia"", ""color"": ""grande"", ""price"": 82.3, ""rating"": ""0.2"", ""weight"": 22.01, ""material"": ""Poliéster"", ""inventory"": 467, ""dimensions"": {""width"": 102, ""height"": 498, ""length"": 331}, ""createdDate"": ""2026-01-21T23:22:25.175Z"", ""description"": ""Un producto de hogar azul"", ""lastModified"": ""2026-03-11T07:34:34.005Z""}","{""region"": ""MENA"", ""source"": ""Importación"", ""status"": ""Pendiente"", ""verified"": false, ""confidence"": ""0.67"", ""department"": ""Soporte"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-21T01:49:28.660Z""}","{""sku"":""SKU-53VCNUUX"",""upc"":""947372142062"",""name"":""Item_eo1vwr"",""size"":""S"",""tags"":[""food""],""brand"":""Store Brand"",""color"":""large"",""price"":82.3,""rating"":""0.2"",""weight"":22.01,""material"":""Polyester"",""inventory"":467,""dimensions"":{""width"":102,""height"":498,""length"":331},""createdDate"":""2026-01-21T23:22:25.175Z"",""description"":""A blue home product"",""lastModified"":""2026-03-11T07:34:34.005Z""}",0.670
1,REC-000334,Payment,Prepaid,Payment,Cryptocurrency,"{""sku"": ""SKU-6FKHAEY8"", ""upc"": ""351678693219"", ""name"": ""Artículo_n41uq7"", ""size"": ""XL"", ""tags"": [""electrónica"", ""electrónica"", ""electrónica"", ""música""], ""brand"": ""MarcaA"", ""color"": ""estándar"", ""price"": 77.03, ""rating"": ""3.0"", ""weight"": 58.92, ""material"": ""Poliéster"", ""inventory"": 119, ""dimensions"": {""width"": 199, ""height"": 387, ""length"": 12}, ""createdDate"": ""2026-01-01T14:18:39.132Z"", ""description"": ""Un producto de electrónica azul"", ""lastModified"": ""2026-03-20T09:28:32.754Z""}","{""region"": ""US"", ""source"": ""Extracción Web"", ""status"": ""Revisión"", ""verified"": true, ""confidence"": ""15.85"", ""department"": ""Operaciones"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-02-26T22:07:05.761Z""}","{""sku"":""SKU-6FKHAEY8"",""upc"":""351678693219"",""name"":""Item_n41uq7"",""size"":""XL"",""tags"":[""electronics"",""electronics"",""electronics"",""music""],""brand"":""BrandA"",""color"":""standard"",""price"":77.03,""rating"":""3.0"",""weight"":58.92,""material"":""Polyester"",""inventory"":119,""dimensions"":{""width"":199,""height"":387,""length"":12},""createdDate"":""2026-01-01T14:18:39.132Z"",""description"":""A blue electronics product"",""lastModified"":""2026-03-20T09:28:32.754Z""}",0.159
1,REC-000335,Alert,Success,Alert,Status,"{""sku"": ""SKU-BCAH3ZJZ"", ""upc"": ""44563723951"", ""name"": ""Artículo_hda8i"", ""size"": ""S"", ""tags"": [""arte"", ""deportes"", ""electrónica"", ""música""], ""brand"": ""Económico"", ""color"": ""pequeño"", ""price"": 2.62, ""rating"": ""1.1"", ""weight"": 58.76, ""material"": ""Cuero"", ""inventory"": 259, ""dimensions"": {""width"": 39, ""height"": 297, ""length"": 127}, ""createdDate"": ""2025-11-24T19:45:00.917Z"", ""description"": ""Un producto de música premium"", ""lastModified"": ""2026-03-17T04:21:23.374Z""}","{""region"": ""LATAM"", ""source"": ""Entrada Manual"", ""status"": ""Revisión"", ""verified"": true, ""confidence"": ""73.38"", ""department"": ""Operaciones"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-02-27T15:41:06.745Z""}","{""sku"":""SKU-BCAH3ZJZ"",""upc"":""44563723951"",""name"":""Item_hda8i"",""size"":""S"",""tags"":[""art"",""sports"",""electronics"",""music""],""brand"":""Budget"",""color"":""small"",""price"":2.62,""rating"":""1.1"",""weight"":58.76,""material"":""Leather"",""inventory"":259,""dimensions"":{""width"":39,""height"":297,""length"":127},""createdDate"":""2025-11-24T19:45:00.917Z"",""description"":""A premium music product"",""lastModified"":""2026-03-17T04:21:23.374Z""}",0.734
1,REC-000336,Analytics,Engagement,Analytics,Traffic,"{""sku"": ""SKU-QHXYOPGS"", ""upc"": ""188587596941"", ""name"": ""Artículo_r3mwyf"", ""size"": ""XS"", ""tags"": [""libros"", ""muebles"", ""arte""], ""brand"": ""MarcaB"", ""color"": ""premium"", ""price"": 35.78, ""rating"": ""1.4"", ""weight"": 9.38, ""material"": ""Cuero"", ""inventory"": 964, ""dimensions"": {""width"": 313, ""height"": 152, ""length"": 105}, ""createdDate"": ""2025-12-07T20:23:51.585Z"", ""description"": ""Un producto de música pequeño"", ""lastModified"": ""2026-03-21T00:16:31.396Z""}","{""region"": ""EU"", ""source"": ""Envío de Usuario"", ""status"": ""Archivado"", ""verified"": true, ""confidence"": ""92.77"", ""department"": ""Ventas"", ""dataQuality"": ""Baja"", ""lastChecked"": ""2026-03-26T06:46:28.126Z""}","{""sku"":""SKU-QHXYOPGS"",""upc"":""188587596941"",""name"":""Item_r3mwyf"",""size"":""XS"",""tags"":[""books"",""furniture"",""art""],""brand"":""BrandB"",""color"":""premium"",""price"":35.78,""rating"":""1.4"",""weight"":9.38,""material"":""Leather"",""inventory"":964,""dimensions"":{""width"":313,""height"":152,""length"":105},""createdDate"":""2025-12-07T20:23:51.585Z"",""description"":""A small music product"",""lastModified"":""2026-03-21T00:16:31.396Z""}",0.928
1,REC-000337,Complaint,Service,Complaint,Support,"{""sku"": ""SKU-JTLT2AG7"", ""upc"": ""332912514313"", ""name"": ""Artículo_2t1c2"", ""size"": ""L"", ""tags"": [""comida""], ""brand"": ""MarcaC"", ""color"": ""profesional"", ""price"": 38.7, ""rating"": ""3.6"", ""weight"": 54.74, ""material"": ""Algodón"", ""inventory"": 296, ""dimensions"": {""width"": 419, ""height"": 420, ""length"": 242}, ""createdDate"": ""2025-10-13T21:18:36.952Z"", ""description"": ""Un producto de juguetes de lujo"", ""lastModified"": ""2026-03-21T00:43:45.076Z""}","{""region"": ""EU"", ""source"": ""Importación"", ""status"": ""Inactivo"", ""verified"": true, ""confidence"": ""66.62"", ""department"": ""Operaciones"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-06T02:05:52.325Z""}","{""sku"":""SKU-JTLT2AG7"",""upc"":""332912514313"",""name"":""Item_2t1c2"",""size"":""L"",""tags"":[""food""],""brand"":""BrandC"",""color"":""professional"",""price"":38.7,""rating"":""3.6"",""weight"":54.74,""material"":""Cotton"",""inventory"":296,""dimensions"":{""width"":419,""height"":420,""length"":242},""createdDate"":""2025-10-13T21:18:36.952Z"",""description"":""A deluxe toys product"",""lastModified"":""2026-03-21T00:43:45.076Z""}",0.666
1,REC-000338,Content,Text,Document,Certificate,"{""sku"": ""SKU-NDOMC2QF"", ""upc"": ""815329453299"", ""name"": ""Artículo_x97olr"", ""size"": ""XS"", ""tags"": [""arte"", ""comida""], ""brand"": ""Lujo"", ""color"": ""rojo"", ""price"": 56.76, ""rating"": ""1.2"", ""weight"": 84.08, ""material"": ""Nylon"", ""inventory"": 297, ""dimensions"": {""width"": 161, ""height"": 232, ""length"": 352}, ""createdDate"": ""2025-10-05T18:28:28.364Z"", ""description"": ""Un producto de alimentos estándar"", ""lastModified"": ""2026-03-22T03:03:26.543Z""}","{""region"": ""LATAM"", ""source"": ""Entrada Manual"", ""status"": ""Revisión"", ""verified"": false, ""confidence"": ""59.60"", ""department"": ""Finanzas"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-03-04T20:37:57.008Z""}","{""sku"":""SKU-NDOMC2QF"",""upc"":""815329453299"",""name"":""Item_x97olr"",""size"":""XS"",""tags"":[""art"",""food""],""brand"":""Luxury"",""color"":""red"",""price"":56.76,""rating"":""1.2"",""weight"":84.08,""material"":""Nylon"",""inventory"":297,""dimensions"":{""width"":161,""height"":232,""length"":352},""createdDate"":""2025-10-05T18:28:28.364Z"",""description"":""A standard food product"",""lastModified"":""2026-03-22T03:03:26.543Z""}",0.596
1,REC-000339,Support,Knowledge Base,Feedback,Comment,"{""sku"": ""SKU-G1G4UAUW"", ""upc"": ""878366737994"", ""name"": ""Artículo_gyfnac"", ""size"": ""XL"", ""tags"": [""muebles"", ""ropa"", ""arte"", ""electrónica"", ""deportes""], ""brand"": ""Económico"", ""color"": ""pequeño"", ""price"": 5.49, ""rating"": ""1.2"", ""weight"": 24.91, ""material"": ""Poliéster"", ""inventory"": 683, ""dimensions"": {""width"": 385, ""height"": 137, ""length"": 56}, ""createdDate"": ""2026-03-01T19:44:12.972Z"", ""description"": ""Un producto de hogar premium"", ""lastModified"": ""2026-03-10T14:09:43.527Z""}","{""region"": ""APAC"", ""source"": ""Extracción Web"", ""status"": ""Pendiente"", ""verified"": false, ""confidence"": ""32.10"", ""department"": ""Operaciones"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-01T20:01:13.427Z""}","{""sku"":""SKU-G1G4UAUW"",""upc"":""878366737994"",""name"":""Item_gyfnac"",""size"":""XL"",""tags"":[""furniture"",""clothing"",""art"",""electronics"",""sports""],""brand"":""Budget"",""color"":""small"",""price"":5.49,""rating"":""1.2"",""weight"":24.91,""material"":""Polyester"",""inventory"":683,""dimensions"":{""width"":385,""height"":137,""length"":56},""createdDate"":""2026-03-01T19:44:12.972Z"",""description"":""A premium home product"",""lastModified"":""2026-03-10T14:09:43.527Z""}",0.321
1,REC-000340,Security,Permission,Security,Encryption,"{""sku"": ""SKU-XF3HQW9W"", ""upc"": ""330628368321"", ""name"": ""Artículo_6p7e5l"", ""size"": ""One Size"", ""tags"": [""libros""], ""brand"": ""Genérico"", ""color"": ""consumidor"", ""price"": 66.86, ""rating"": ""0.4"", ""weight"": 42.05, ""material"": ""Nylon"", ""inventory"": 100, ""dimensions"": {""width"": 214, ""height"": 175, ""length"": 119}, ""createdDate"": ""2025-09-27T20:26:46.766Z"", ""description"": ""Un producto de música rojo"", ""lastModified"": ""2026-03-03T16:52:23.718Z""}","{""region"": ""US"", ""source"": ""Entrada Manual"", ""status"": ""Revisión"", ""verified"": true, ""confidence"": ""57.50"", ""department"": ""Soporte"", ""dataQuality"": ""Baja"", ""lastChecked"": ""2026-03-09T00:37:07.919Z""}","{""sku"":""SKU-XF3HQW9W"",""upc"":""330628368321"",""name"":""Item_6p7e5l"",""size"":""One Size"",""tags"":[""books""],""brand"":""Generic"",""color"":""consumer"",""price"":66.86,""rating"":""0.4"",""weight"":42.05,""material"":""Nylon"",""inventory"":100,""dimensions"":{""width"":214,""height"":175,""length"":119},""createdDate"":""2025-09-27T20:26:46.766Z"",""description"":""A red music product"",""lastModified"":""2026-03-03T16:52:23.718Z""}",0.575
1,REC-000341,Security,Password,Security,SSL,"{""sku"": ""SKU-NHAGLODV"", ""upc"": ""914166473827"", ""name"": ""Artículo_atk7a"", ""size"": ""XL"", ""tags"": [""libros"", ""electrónica"", ""deportes"", ""arte"", ""libros""], ""brand"": ""MarcaB"", ""color"": ""consumidor"", ""price"": 4.64, ""rating"": ""1.3"", ""weight"": 98.49, ""material"": ""Plástico"", ""inventory"": 129, ""dimensions"": {""width"": 193, ""height"": 488, ""length"": 163}, ""createdDate"": ""2025-08-21T17:45:03.780Z"", ""description"": ""Un producto de arte de lujo"", ""lastModified"": ""2026-03-19T19:39:32.449Z""}","{""region"": ""EU"", ""source"": ""Entrada Manual"", ""status"": ""Pendiente"", ""verified"": false, ""confidence"": ""36.46"", ""department"": ""Finanzas"", ""dataQuality"": ""Baja"", ""lastChecked"": ""2026-03-07T13:12:27.628Z""}","{""sku"":""SKU-NHAGLODV"",""upc"":""914166473827"",""name"":""Item_atk7a"",""size"":""XL"",""tags"":[""books"",""electronics"",""sports"",""art"",""books""],""brand"":""BrandB"",""color"":""consumer"",""price"":4.64,""rating"":""1.3"",""weight"":98.49,""material"":""Plastic"",""inventory"":129,""dimensions"":{""width"":193,""height"":488,""length"":163},""createdDate"":""2025-08-21T17:45:03.780Z"",""description"":""A deluxe art product"",""lastModified"":""2026-03-19T19:39:32.449Z""}",0.365
1,REC-000342,Return,Wrong Item,Return,Partial,"{""sku"": ""SKU-5WTYBVYW"", ""upc"": ""937542741639"", ""name"": ""Artículo_sd4mtf"", ""size"": ""L"", ""tags"": [""ropa"", ""juguetes"", ""electrónica"", ""música""], ""brand"": ""Económico"", ""color"": ""de lujo"", ""price"": 38, ""rating"": ""3.0"", ""weight"": 71.58, ""material"": ""Nylon"", ""inventory"": 265, ""dimensions"": {""width"": 21, ""height"": 250, ""length"": 449}, ""createdDate"": ""2025-08-10T17:08:08.429Z"", ""description"": ""Un producto de arte profesional"", ""lastModified"": ""2026-03-08T20:00:14.340Z""}","{""region"": ""EU"", ""source"": ""Envío de Usuario"", ""status"": ""Archivado"", ""verified"": true, ""confidence"": ""64.47"", ""department"": ""Ventas"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-02-26T00:59:17.997Z""}","{""sku"":""SKU-5WTYBVYW"",""upc"":""937542741639"",""name"":""Item_sd4mtf"",""size"":""L"",""tags"":[""clothing"",""toys"",""electronics"",""music""],""brand"":""Budget"",""color"":""deluxe"",""price"":38,""rating"":""3.0"",""weight"":71.58,""material"":""Nylon"",""inventory"":265,""dimensions"":{""width"":21,""height"":250,""length"":449},""createdDate"":""2025-08-10T17:08:08.429Z"",""description"":""A professional art product"",""lastModified"":""2026-03-08T20:00:14.340Z""}",0.645
1,REC-000343,Complaint,Pricing,Complaint,Communication,"{""sku"": ""SKU-I4Y5NJWY"", ""upc"": ""162628067959"", ""name"": ""Artículo_ejcsz"", ""size"": ""M"", ""tags"": [""música""], ""brand"": ""Genérico"", ""color"": ""consumidor"", ""price"": 98.27, ""rating"": ""1.1"", ""weight"": 49.42, ""material"": ""Vidrio"", ""inventory"": 582, ""dimensions"": {""width"": 10, ""height"": 456, ""length"": 486}, ""createdDate"": ""2025-11-07T16:34:26.938Z"", ""description"": ""Un producto de música para consumidores"", ""lastModified"": ""2026-03-21T00:16:59.149Z""}","{""region"": ""US"", ""source"": ""Envío de Usuario"", ""status"": ""Revisión"", ""verified"": true, ""confidence"": ""22.72"", ""department"": ""Ventas"", ""dataQuality"": ""Baja"", ""lastChecked"": ""2026-02-26T13:52:47.642Z""}","{""sku"":""SKU-I4Y5NJWY"",""upc"":""162628067959"",""name"":""Item_ejcsz"",""size"":""M"",""tags"":[""music""],""brand"":""Generic"",""color"":""consumer"",""price"":98.27,""rating"":""1.1"",""weight"":49.42,""material"":""Glass"",""inventory"":582,""dimensions"":{""width"":10,""height"":456,""length"":486},""createdDate"":""2025-11-07T16:34:26.938Z"",""description"":""A consumer music product"",""lastModified"":""2026-03-21T00:16:59.149Z""}",0.227
1,REC-000344,Support,FAQ,Feedback,Testimonial,"{""sku"": ""SKU-9U51H526"", ""upc"": ""596395844001"", ""name"": ""Artículo_roammc"", ""size"": ""M"", ""tags"": [""ropa"", ""muebles"", ""muebles"", ""libros"", ""ropa""], ""brand"": ""MarcaD"", ""color"": ""básico"", ""price"": 41.09, ""rating"": ""1.7"", ""weight"": 77.21, ""material"": ""Madera"", ""inventory"": 114, ""dimensions"": {""width"": 408, ""height"": 360, ""length"": 136}, ""createdDate"": ""2025-05-22T00:33:56.307Z"", ""description"": ""Un producto de muebles premium"", ""lastModified"": ""2026-03-08T11:57:18.157Z""}","{""region"": ""US"", ""source"": ""Importación"", ""status"": ""Inactivo"", ""verified"": false, ""confidence"": ""24.39"", ""department"": ""Marketing"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-09T02:12:41.840Z""}","{""sku"":""SKU-9U51H526"",""upc"":""596395844001"",""name"":""Item_roammc"",""size"":""M"",""tags"":[""clothing"",""furniture"",""furniture"",""books"",""clothing""],""brand"":""BrandD"",""color"":""basic"",""price"":41.09,""rating"":""1.7"",""weight"":77.21,""material"":""Wood"",""inventory"":114,""dimensions"":{""width"":408,""height"":360,""length"":136},""createdDate"":""2025-05-22T00:33:56.307Z"",""description"":""A premium furniture product"",""lastModified"":""2026-03-08T11:57:18.157Z""}",0.244
1,REC-000345,Analytics,Engagement,Analytics,Engagement,,"{""region"": ""APAC"", ""source"": ""Extracción Web"", ""status"": ""Pendiente"", ""verified"": false, ""confidence"": ""66.39"", ""department"": ""Ventas"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-03-18T02:45:37.667Z""}",,0.664
1,REC-000346,Content,Webpage,Document,Shipping Label,"{""sku"": ""SKU-0D6T6Q0G"", ""upc"": ""817230359733"", ""name"": ""Artículo_m5v7dj"", ""size"": ""S"", ""tags"": [""libros"", ""hogar""], ""brand"": ""Económico"", ""color"": ""pequeño"", ""price"": 10.05, ""rating"": ""4.1"", ""weight"": 37.22, ""material"": ""Lana"", ""inventory"": 350, ""dimensions"": {""width"": 126, ""height"": 207, ""length"": 60}, ""createdDate"": ""2025-12-04T09:56:42.423Z"", ""description"": ""Un producto de arte rojo"", ""lastModified"": ""2026-03-04T11:42:39.880Z""}","{""region"": ""APAC"", ""source"": ""Entrada Manual"", ""status"": ""Revisión"", ""verified"": true, ""confidence"": ""48.20"", ""department"": ""Finanzas"", ""dataQuality"": ""Media"", ""lastChecked"": ""2026-03-23T17:04:48.263Z""}","{""sku"":""SKU-0D6T6Q0G"",""upc"":""817230359733"",""name"":""Item_m5v7dj"",""size"":""S"",""tags"":[""books"",""home""],""brand"":""Budget"",""color"":""small"",""price"":10.05,""rating"":""4.1"",""weight"":37.22,""material"":""Wool"",""inventory"":350,""dimensions"":{""width"":126,""height"":207,""length"":60},""createdDate"":""2025-12-04T09:56:42.423Z"",""description"":""A red art product"",""lastModified"":""2026-03-04T11:42:39.880Z""}",0.482
1,REC-000347,User,Admin,User,Internal,"{""sku"": ""SKU-F0COC8PX"", ""upc"": ""447266154463"", ""name"": ""Artículo_vy6jin"", ""size"": ""XL"", ""tags"": [""deportes"", ""ropa"", ""música"", ""libros"", ""libros""], ""brand"": ""MarcaC"", ""color"": ""azul"", ""price"": 52.26, ""rating"": ""3.6"", ""weight"": 19.62, ""material"": ""Nylon"", ""inventory"": 616, ""dimensions"": {""width"": 256, ""height"": 38, ""length"": 199}, ""createdDate"": ""2026-02-04T19:52:38.468Z"", ""description"": ""Un producto de hogar pequeño"", ""lastModified"": ""2026-03-07T07:54:29.925Z""}","{""region"": ""US"", ""source"": ""API"", ""status"": ""Activo"", ""verified"": true, ""confidence"": ""52.19"", ""department"": ""Operaciones"", ""dataQuality"": ""Alta"", ""lastChecked"": ""2026-03-01T22:51:07.280Z""}","{""sku"":""SKU-F0COC8PX"",""upc"":""447266154463"",""name"":""Item_vy6jin"",""size"":""XL"",""tags"":[""sports"",""clothing"",""music"",""books"",""books""],""brand"":""BrandC"",""color"":""blue"",""price"":52.26,""rating"":""3.6"",""weight"":19.62,""material"":""Nylon"",""inventory"":616,""dimensions"":{""width"":256,""height"":38,""length"":199},""createdDate"":""2026-02-04T19:52:38.468Z"",""description"":""A small home product"",""lastModified"":""2026-03-07T07:54:29.925Z""}",0.522
