id,run_id,record_id,attributes,metadata,true_type,pred_type,true_subtype,pred_subtype,created_at
5974,3,REC-001974,"{""sku"":""SKU-09M73ZAS"",""upc"":""703169461508"",""name"":""Item_8o3p7"",""size"":""S"",""tags"":[""food""],""brand"":""BrandE"",""color"":""basic"",""price"":34.93,""rating"":""4.9"",""weight"":44.42,""material"":""Metal"",""inventory"":832,""dimensions"":{""width"":191,""height"":308,""length"":296},""createdDate"":""2025-10-27T00:38:04.780Z"",""description"":""A professional music product"",""lastModified"":""2026-03-10T16:48:39.008Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Review"",""verified"":false,""confidence"":""6.01"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-07T11:56:16.787Z""}",Content,Document,Audio,Policy,1774629224330
5975,3,REC-001975,"{""sku"":""SKU-8168T63S"",""upc"":""955040172820"",""name"":""Item_ugcn57"",""size"":""M"",""tags"":[""music"",""books""],""brand"":""Budget"",""color"":""professional"",""price"":63.04,""rating"":""2.7"",""weight"":70.77,""material"":""Nylon"",""inventory"":289,""dimensions"":{""width"":207,""height"":99,""length"":259},""createdDate"":""2025-11-14T11:27:55.357Z"",""description"":""A consumer music product"",""lastModified"":""2026-03-03T05:20:22.646Z""}","{""region"":""US"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""90.03"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-24T12:22:15.439Z""}",User,User,Admin,Internal,1774629224330
5976,3,REC-001976,"{""sku"":""SKU-NM59IX4S"",""upc"":""278198532685"",""name"":""Item_wr92k"",""size"":""S"",""tags"":[""toys""],""brand"":""Generic"",""color"":""standard"",""price"":4.31,""rating"":""4.4"",""weight"":91.07,""material"":""Polyester"",""inventory"":339,""dimensions"":{""width"":465,""height"":2,""length"":1},""createdDate"":""2026-01-04T01:45:23.773Z"",""description"":""A standard electronics product"",""lastModified"":""2026-03-14T07:22:03.007Z""}","{""region"":""APAC"",""source"":""Web Scrape"",""status"":""Pending"",""verified"":true,""confidence"":""2.15"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-12T10:05:11.467Z""}",Alert,Alert,Error,Status,1774629224330
5977,3,REC-001977,"{""sku"":""SKU-40TX5ED0"",""upc"":""213001769374"",""name"":""Item_lkmvge"",""size"":""XXL"",""tags"":[""toys"",""furniture"",""electronics"",""food"",""books""],""brand"":""Budget"",""color"":""premium"",""price"":71.1,""rating"":""1.6"",""weight"":31.88,""material"":""Cotton"",""inventory"":869,""dimensions"":{""width"":313,""height"":497,""length"":431},""createdDate"":""2025-09-06T08:59:23.947Z"",""description"":""A consumer home product"",""lastModified"":""2026-03-07T10:00:41.405Z""}","{""region"":""MENA"",""source"":""Web Scrape"",""status"":""Review"",""verified"":false,""confidence"":""26.08"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-14T16:50:39.143Z""}",Content,Security,Archive,SSL,1774629224330
5978,3,REC-001978,"{""sku"":""SKU-R7J834DI"",""upc"":""631400215707"",""name"":""Item_zl5njv"",""size"":""L"",""tags"":[""toys""],""brand"":""Luxury"",""color"":""standard"",""price"":83.36,""rating"":""2.2"",""weight"":1.11,""material"":""Wool"",""inventory"":756,""dimensions"":{""width"":189,""height"":58,""length"":367},""createdDate"":""2026-02-26T16:45:49.071Z"",""description"":""A large books product"",""lastModified"":""2026-03-06T02:34:10.435Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Active"",""verified"":false,""confidence"":""87.31"",""department"":""Sales"",""dataQuality"":""Low"",""lastChecked"":""2026-03-16T20:43:38.262Z""}",User,User,Corporate,Guest,1774629224330
5979,3,REC-001979,"{""sku"":""SKU-6TUT4714"",""upc"":""544362449542"",""name"":""Item_kemcon"",""size"":""XXL"",""tags"":[""toys""],""brand"":""Luxury"",""color"":""premium"",""price"":7.37,""rating"":""3.2"",""weight"":20.55,""material"":""Plastic"",""inventory"":251,""dimensions"":{""width"":6,""height"":123,""length"":319},""createdDate"":""2025-07-15T22:56:12.275Z"",""description"":""A small music product"",""lastModified"":""2026-03-03T23:01:09.594Z""}","{""region"":""MENA"",""source"":""User Submission"",""status"":""Archived"",""verified"":false,""confidence"":""30.05"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-09T05:59:22.652Z""}",Document,Support,License,Social Media,1774629224330
5980,3,REC-001980,"{""sku"":""SKU-LY2ICAGZ"",""upc"":""820023052640"",""name"":""Item_zyv1w"",""size"":""L"",""tags"":[""furniture"",""electronics"",""furniture"",""music""],""brand"":""BrandB"",""color"":""small"",""price"":35.7,""rating"":""2.1"",""weight"":20.68,""material"":""Wood"",""inventory"":819,""dimensions"":{""width"":263,""height"":429,""length"":448},""createdDate"":""2025-10-09T17:19:47.632Z"",""description"":""A basic art product"",""lastModified"":""2026-03-19T19:59:02.390Z""}","{""region"":""MENA"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":true,""confidence"":""73.10"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-25T13:32:44.725Z""}",Product,Communication,Gift,WhatsApp,1774629224330
5981,3,REC-001981,"{""sku"":""SKU-XRQH0Q7H"",""upc"":""166009334896"",""name"":""Item_smg6vd"",""size"":""XS"",""tags"":[""toys"",""clothing"",""sports"",""art""],""brand"":""Store Brand"",""color"":""blue"",""price"":76.63,""rating"":""2.1"",""weight"":34,""material"":""Silk"",""inventory"":822,""dimensions"":{""width"":122,""height"":92,""length"":61},""createdDate"":""2025-05-15T21:27:20.553Z"",""description"":""A professional music product"",""lastModified"":""2026-03-02T03:53:04.194Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Active"",""verified"":false,""confidence"":""96.47"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-26T08:07:48.355Z""}",Complaint,Complaint,Support,Support,1774629224330
5982,3,REC-001982,"{""sku"":""SKU-L3U3DMY0"",""upc"":""201964654452"",""name"":""Item_0l1tt"",""size"":""XS"",""tags"":[""art"",""home""],""brand"":""Luxury"",""color"":""professional"",""price"":94.57,""rating"":""3.4"",""weight"":74.22,""material"":""Silk"",""inventory"":218,""dimensions"":{""width"":269,""height"":81,""length"":309},""createdDate"":""2026-02-07T02:57:48.634Z"",""description"":""A premium electronics product"",""lastModified"":""2026-03-12T08:53:38.097Z""}","{""region"":""LATAM"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""24.39"",""department"":""Sales"",""dataQuality"":""Low"",""lastChecked"":""2026-03-24T03:58:13.872Z""}",User,User,Customer,Corporate,1774629224330
5983,3,REC-001983,"{""sku"":""SKU-O6QNC755"",""upc"":""570842460687"",""name"":""Item_i2fuk9"",""size"":""M"",""tags"":[""toys"",""sports"",""home"",""toys""],""brand"":""Premium"",""color"":""basic"",""price"":58.46,""rating"":""1.9"",""weight"":30.34,""material"":""Cotton"",""inventory"":637,""dimensions"":{""width"":216,""height"":111,""length"":203},""createdDate"":""2025-06-04T00:03:47.167Z"",""description"":""A professional electronics product"",""lastModified"":""2026-03-26T00:59:17.152Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Archived"",""verified"":false,""confidence"":""86.08"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-06T05:44:16.781Z""}",Service,Communication,Express,Chat,1774629224330
5984,3,REC-001984,"{""sku"":""SKU-EOFOEM78"",""upc"":""272331969955"",""name"":""Item_5zg4wr"",""size"":""XL"",""tags"":[""food"",""toys"",""electronics""],""brand"":""Store Brand"",""color"":""premium"",""price"":25.1,""rating"":""3.0"",""weight"":34.23,""material"":""Wool"",""inventory"":696,""dimensions"":{""width"":282,""height"":25,""length"":248},""createdDate"":""2026-01-07T06:41:42.962Z"",""description"":""A premium books product"",""lastModified"":""2026-03-13T02:00:02.222Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Active"",""verified"":false,""confidence"":""94.12"",""department"":""Marketing"",""dataQuality"":""Low"",""lastChecked"":""2026-03-19T01:15:43.238Z""}",Shipping,Account,Hazmat,Enterprise,1774629224330
5985,3,REC-001985,"{""sku"":""SKU-MT9H2R2Z"",""upc"":""632722544605"",""name"":""Item_m6eiza"",""size"":""L"",""tags"":[""art"",""books"",""books"",""art"",""food""],""brand"":""Premium"",""color"":""premium"",""price"":15.11,""rating"":""0.9"",""weight"":96.96,""material"":""Polyester"",""inventory"":56,""dimensions"":{""width"":490,""height"":177,""length"":159},""createdDate"":""2025-12-06T06:27:57.417Z"",""description"":""A small music product"",""lastModified"":""2026-03-17T01:09:29.259Z""}","{""region"":""EU"",""source"":""API"",""status"":""Archived"",""verified"":false,""confidence"":""89.94"",""department"":""Marketing"",""dataQuality"":""Low"",""lastChecked"":""2026-03-14T22:33:11.611Z""}",Return,Event,Damaged in Transit,In Person,1774629224330
5986,3,REC-001986,"{""sku"":""SKU-7MGJL21H"",""upc"":""465327323514"",""name"":""Item_5rp66r"",""size"":""M"",""tags"":[""clothing"",""electronics"",""music""],""brand"":""BrandC"",""color"":""premium"",""price"":44.34,""rating"":""1.5"",""weight"":25.81,""material"":""Glass"",""inventory"":915,""dimensions"":{""width"":182,""height"":255,""length"":429},""createdDate"":""2026-02-03T23:28:04.460Z"",""description"":""A consumer books product"",""lastModified"":""2026-03-20T13:56:24.266Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Pending"",""verified"":false,""confidence"":""98.78"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-01T13:07:59.222Z""}",Alert,Shipping,Urgent,International,1774629224330
5987,3,REC-001987,"{""sku"":""SKU-QOO2P7VD"",""upc"":""531518211790"",""name"":""Item_m6oje"",""size"":""XXL"",""tags"":[""music"",""electronics"",""furniture"",""art""],""brand"":""Luxury"",""color"":""blue"",""price"":66.4,""rating"":""2.6"",""weight"":83.51,""material"":""Wood"",""inventory"":245,""dimensions"":{""width"":493,""height"":184,""length"":101},""createdDate"":""2025-05-14T17:59:21.636Z"",""description"":""A small food product"",""lastModified"":""2026-03-21T21:17:11.924Z""}","{""region"":""APAC"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""73.53"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-07T13:59:49.310Z""}",Support,Feedback,Callback,Neutral,1774629224330
5988,3,REC-001988,"{""sku"":""SKU-JN7BY09X"",""upc"":""262035359245"",""name"":""Item_xsmhhp"",""size"":""L"",""tags"":[""toys"",""sports"",""clothing""],""brand"":""Budget"",""color"":""consumer"",""price"":76.97,""rating"":""2.5"",""weight"":17.92,""material"":""Wool"",""inventory"":620,""dimensions"":{""width"":402,""height"":431,""length"":435},""createdDate"":""2025-06-07T21:28:27.425Z"",""description"":""A professional toys product"",""lastModified"":""2026-03-19T14:09:28.456Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Active"",""verified"":true,""confidence"":""10.54"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-14T17:10:38.789Z""}",Return,Return,Damaged in Transit,Changed Mind,1774629224330
5989,3,REC-001989,"{""sku"":""SKU-W0KEMQ5M"",""upc"":""759546484751"",""name"":""Item_6sgc6p"",""size"":""M"",""tags"":[""electronics"",""toys""],""brand"":""Luxury"",""color"":""blue"",""price"":74.61,""rating"":""0.5"",""weight"":94.69,""material"":""Leather"",""inventory"":353,""dimensions"":{""width"":204,""height"":30,""length"":267},""createdDate"":""2025-08-31T08:29:18.991Z"",""description"":""A premium toys product"",""lastModified"":""2026-03-17T04:25:20.064Z""}","{""region"":""APAC"",""source"":""API"",""status"":""Pending"",""verified"":true,""confidence"":""88.64"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-12T09:05:55.306Z""}",Event,Marketing,Virtual,Affiliate,1774629224330
5990,3,REC-001990,"{""sku"":""SKU-54XM40Z7"",""upc"":""736880336700"",""name"":""Item_t2szxj"",""size"":""XXL"",""tags"":[""art""],""brand"":""BrandD"",""color"":""basic"",""price"":37.76,""rating"":""1.2"",""weight"":35.9,""material"":""Polyester"",""inventory"":736,""dimensions"":{""width"":128,""height"":464,""length"":231},""createdDate"":""2026-02-21T00:17:44.163Z"",""description"":""A deluxe clothing product"",""lastModified"":""2026-03-02T11:06:36.166Z""}","{""region"":""EU"",""source"":""User Submission"",""status"":""Active"",""verified"":true,""confidence"":""63.33"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-20T22:18:17.971Z""}",Complaint,Complaint,Discriminatory,Privacy,1774629224330
5991,3,REC-001991,"{""sku"":""SKU-Y2JTOU6B"",""upc"":""708012071108"",""name"":""Item_f2dzur"",""size"":""L"",""tags"":[""home""],""brand"":""BrandA"",""color"":""professional"",""price"":32.39,""rating"":""3.2"",""weight"":4.12,""material"":""Plastic"",""inventory"":831,""dimensions"":{""width"":59,""height"":38,""length"":458},""createdDate"":""2026-03-10T21:08:02.341Z"",""description"":""A consumer home product"",""lastModified"":""2026-03-09T09:40:34.001Z""}","{""region"":""US"",""source"":""Import"",""status"":""Pending"",""verified"":false,""confidence"":""75.61"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-01T07:28:11.462Z""}",Feedback,Feedback,Improvement,Review,1774629224330
5992,3,REC-001992,"{""sku"":""SKU-ZYRLAK7T"",""upc"":""876048886944"",""name"":""Item_s1egis"",""size"":""L"",""tags"":[""clothing"",""sports""],""brand"":""Generic"",""color"":""small"",""price"":97.9,""rating"":""0.2"",""weight"":83.39,""material"":""Silk"",""inventory"":860,""dimensions"":{""width"":358,""height"":82,""length"":25},""createdDate"":""2025-08-01T08:14:26.555Z"",""description"":""A red books product"",""lastModified"":""2026-02-28T13:56:09.479Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Active"",""verified"":true,""confidence"":""30.16"",""department"":""Operations"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-12T13:17:26.555Z""}",Alert,Content,Error,Archive,1774629224330
5993,3,REC-001993,"{""sku"":""SKU-SVVYNDUT"",""upc"":""187170545264"",""name"":""Item_4wwph"",""size"":""XL"",""tags"":[""art"",""books"",""music""],""brand"":""Luxury"",""color"":""standard"",""price"":12.32,""rating"":""1.1"",""weight"":73.93,""material"":""Wood"",""inventory"":514,""dimensions"":{""width"":215,""height"":305,""length"":235},""createdDate"":""2026-02-21T06:24:03.487Z"",""description"":""A basic furniture product"",""lastModified"":""2026-03-08T05:58:52.195Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":true,""confidence"":""94.61"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-18T22:08:03.870Z""}",Service,Event,Installation,Exclusive,1774629224330
5994,3,REC-001994,"{""sku"":""SKU-RVB6JFUS"",""upc"":""355399087213"",""name"":""Item_o1g3g"",""size"":""XL"",""tags"":[""furniture"",""clothing"",""furniture""],""brand"":""Luxury"",""color"":""blue"",""price"":45.33,""rating"":""0.7"",""weight"":95.51,""material"":""Wool"",""inventory"":266,""dimensions"":{""width"":68,""height"":246,""length"":477},""createdDate"":""2026-01-29T02:48:33.047Z"",""description"":""A standard electronics product"",""lastModified"":""2026-03-26T07:10:32.530Z""}","{""region"":""US"",""source"":""Import"",""status"":""Active"",""verified"":true,""confidence"":""64.81"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-08T21:38:58.052Z""}",Alert,Alert,Info,Info,1774629224330
5995,3,REC-001995,"{""sku"":""SKU-G3S9PE7L"",""upc"":""100130862483"",""name"":""Item_4ep7e"",""size"":""L"",""tags"":[""food"",""clothing"",""sports"",""toys"",""home""],""brand"":""Generic"",""color"":""blue"",""price"":82.19,""rating"":""4.3"",""weight"":94.2,""material"":""Wool"",""inventory"":311,""dimensions"":{""width"":6,""height"":360,""length"":357},""createdDate"":""2025-11-11T17:19:58.663Z"",""description"":""A blue sports product"",""lastModified"":""2026-03-27T11:50:54.567Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Active"",""verified"":false,""confidence"":""56.30"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-16T05:27:32.775Z""}",Transaction,Account,Insurance,Education,1774629224330
5996,3,REC-001996,"{""sku"":""SKU-6OQJVIZY"",""upc"":""997999344447"",""name"":""Item_hubhc9"",""size"":""One Size"",""tags"":[""furniture"",""music"",""books"",""food"",""toys""],""brand"":""BrandC"",""color"":""consumer"",""price"":68.52,""rating"":""1.3"",""weight"":89.28,""material"":""Wool"",""inventory"":609,""dimensions"":{""width"":407,""height"":74,""length"":141},""createdDate"":""2025-10-07T21:04:00.793Z"",""description"":""A deluxe furniture product"",""lastModified"":""2026-03-08T21:34:16.757Z""}","{""region"":""US"",""source"":""User Submission"",""status"":""Active"",""verified"":false,""confidence"":""63.81"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-24T19:16:18.921Z""}",Analytics,Feedback,Click,Comment,1774629224330
5997,3,REC-001997,"{""sku"":""SKU-IT75B98P"",""upc"":""703792810562"",""name"":""Item_ulpbgp"",""size"":""XL"",""tags"":[""sports"",""toys"",""electronics"",""sports"",""clothing""],""brand"":""BrandA"",""color"":""deluxe"",""price"":74.7,""rating"":""3.9"",""weight"":10.68,""material"":""Silk"",""inventory"":688,""dimensions"":{""width"":67,""height"":250,""length"":337},""createdDate"":""2026-03-08T12:04:29.828Z"",""description"":""A blue home product"",""lastModified"":""2026-03-25T23:36:59.045Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":true,""confidence"":""93.85"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-09T14:08:56.210Z""}",User,User,Corporate,Partner,1774629224330
5998,3,REC-001998,"{""sku"":""SKU-Z4LGRMXY"",""upc"":""458488610649"",""name"":""Item_k7r58"",""size"":""XL"",""tags"":[""music""],""brand"":""BrandA"",""color"":""red"",""price"":19.5,""rating"":""3.7"",""weight"":84.49,""material"":""Polyester"",""inventory"":478,""dimensions"":{""width"":21,""height"":180,""length"":326},""createdDate"":""2025-11-14T03:42:29.694Z"",""description"":""A premium toys product"",""lastModified"":""2026-03-24T03:00:42.102Z""}","{""region"":""LATAM"",""source"":""User Submission"",""status"":""Pending"",""verified"":true,""confidence"":""62.52"",""department"":""Operations"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-06T23:44:54.966Z""}",Alert,Alert,Error,Error,1774629224330
5999,3,REC-001999,"{""sku"":""SKU-3AR0A51Z"",""upc"":""944736360429"",""name"":""Item_qf3bc9"",""size"":""L"",""tags"":[""toys"",""clothing""],""brand"":""BrandC"",""color"":""basic"",""price"":7.33,""rating"":""2.8"",""weight"":14.54,""material"":""Nylon"",""inventory"":224,""dimensions"":{""width"":416,""height"":306,""length"":195},""createdDate"":""2025-09-01T14:10:50.440Z"",""description"":""A red electronics product"",""lastModified"":""2026-03-10T21:21:56.629Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Inactive"",""verified"":true,""confidence"":""48.31"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-25T13:18:48.777Z""}",System,System,Authentication,Backup,1774629224330
6000,3,REC-002000,"{""sku"":""SKU-B0NFOPVX"",""upc"":""11336068044"",""name"":""Item_n6us3"",""size"":""S"",""tags"":[""electronics"",""clothing"",""music"",""sports"",""toys""],""brand"":""Budget"",""color"":""large"",""price"":11.83,""rating"":""3.6"",""weight"":8.75,""material"":""Leather"",""inventory"":844,""dimensions"":{""width"":159,""height"":269,""length"":76},""createdDate"":""2026-03-24T14:40:53.728Z"",""description"":""A standard art product"",""lastModified"":""2026-03-16T13:37:28.150Z""}","{""region"":""MENA"",""source"":""Web Scrape"",""status"":""Archived"",""verified"":false,""confidence"":""72.20"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-07T08:29:47.022Z""}",User,Document,Premium,Invoice,1774629224330
6001,4,REC-000001,"{""sku"":""SKU-WH9CZ5R6"",""upc"":""831707877097"",""name"":""Item_b3r50a"",""size"":""M"",""tags"":[""music"",""electronics"",""toys"",""sports"",""books""],""brand"":""Budget"",""color"":""large"",""price"":4.78,""rating"":""3.8"",""weight"":88.36,""material"":""Silk"",""inventory"":770,""dimensions"":{""width"":370,""height"":355,""length"":308},""createdDate"":""2025-08-10T03:34:21.748Z"",""description"":""A blue food product"",""lastModified"":""2026-03-08T17:29:12.857Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Review"",""verified"":true,""confidence"":""76.86"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-02T14:34:53.064Z""}",Account,Account,Enterprise,Unverified,1774629224350
6002,4,REC-000002,"{""sku"":""SKU-9BRTM51E"",""upc"":""261763499252"",""name"":""Item_jlxxfq"",""size"":""M"",""tags"":[""food""],""brand"":""Store Brand"",""color"":""basic"",""price"":29.75,""rating"":""1.2"",""weight"":17.58,""material"":""Wood"",""inventory"":900,""dimensions"":{""width"":265,""height"":127,""length"":147},""createdDate"":""2026-03-21T18:45:33.727Z"",""description"":""A consumer art product"",""lastModified"":""2026-03-10T20:03:04.417Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Active"",""verified"":false,""confidence"":""24.21"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-16T07:34:49.330Z""}",Complaint,Complaint,Privacy,Safety,1774629224350
6003,4,REC-000003,"{""sku"":""SKU-MLH2YG2H"",""upc"":""739304609290"",""name"":""Item_5it44m"",""size"":""S"",""tags"":[""food"",""books"",""art"",""food"",""toys""],""brand"":""Store Brand"",""color"":""small"",""price"":99.32,""rating"":""4.8"",""weight"":61.47,""material"":""Leather"",""inventory"":266,""dimensions"":{""width"":494,""height"":15,""length"":363},""createdDate"":""2025-08-18T16:00:59.116Z"",""description"":""A basic home product"",""lastModified"":""2026-03-07T06:44:37.313Z""}","{""region"":""US"",""source"":""Import"",""status"":""Active"",""verified"":true,""confidence"":""65.89"",""department"":""Marketing"",""dataQuality"":""Low"",""lastChecked"":""2026-03-11T18:29:12.700Z""}",Event,Event,Launch,Public,1774629224350
6004,4,REC-000004,"{""sku"":""SKU-AQ4Z3MDI"",""upc"":""438451303092"",""name"":""Item_tp8s8j"",""size"":""XL"",""tags"":[""clothing"",""clothing""],""brand"":""BrandB"",""color"":""small"",""price"":67.34,""rating"":""4.2"",""weight"":54.65,""material"":""Wool"",""inventory"":863,""dimensions"":{""width"":490,""height"":26,""length"":488},""createdDate"":""2025-09-02T04:13:30.171Z"",""description"":""A premium food product"",""lastModified"":""2026-03-12T17:46:49.032Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Active"",""verified"":true,""confidence"":""73.45"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-04T04:18:42.835Z""}",User,User,Free,Guest,1774629224350
6005,4,REC-000005,"{""sku"":""SKU-VJY9YXDG"",""upc"":""676325587519"",""name"":""Item_adysj8"",""size"":""One Size"",""tags"":[""books""],""brand"":""Budget"",""color"":""premium"",""price"":11.11,""rating"":""0.1"",""weight"":57.5,""material"":""Plastic"",""inventory"":36,""dimensions"":{""width"":337,""height"":208,""length"":241},""createdDate"":""2025-07-31T15:49:32.606Z"",""description"":""A blue books product"",""lastModified"":""2026-03-07T23:01:39.573Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Active"",""verified"":false,""confidence"":""13.66"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-08T10:01:50.927Z""}",Product,Product,Bundle,Clearance,1774629224350
6006,4,REC-000006,"{""sku"":""SKU-XWFPW6R5"",""upc"":""161256367737"",""name"":""Item_iiyoj"",""size"":""S"",""tags"":[""food"",""food"",""art"",""art"",""sports""],""brand"":""Luxury"",""color"":""consumer"",""price"":32.1,""rating"":""0.3"",""weight"":68.36,""material"":""Nylon"",""inventory"":239,""dimensions"":{""width"":265,""height"":85,""length"":49},""createdDate"":""2025-12-10T00:07:52.699Z"",""description"":""A consumer sports product"",""lastModified"":""2026-03-08T00:22:33.463Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Archived"",""verified"":true,""confidence"":""23.98"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-02-27T06:29:55.911Z""}",Document,Document,Shipping Label,Terms,1774629224350
6007,4,REC-000007,"{""sku"":""SKU-6WEMHSGC"",""upc"":""223880044347"",""name"":""Item_qdnb4p"",""size"":""One Size"",""tags"":[""sports"",""electronics"",""clothing"",""art""],""brand"":""BrandB"",""color"":""standard"",""price"":3.16,""rating"":""1.8"",""weight"":90.46,""material"":""Glass"",""inventory"":485,""dimensions"":{""width"":379,""height"":85,""length"":9},""createdDate"":""2025-07-14T02:46:55.923Z"",""description"":""A basic art product"",""lastModified"":""2026-03-13T17:42:04.256Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Inactive"",""verified"":true,""confidence"":""46.79"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-13T03:00:00.774Z""}",Security,Security,Encryption,Firewall,1774629224350
6008,4,REC-000008,"{""sku"":""SKU-YAZZ1V61"",""upc"":""702060827772"",""name"":""Item_4f8x7"",""size"":""M"",""tags"":[""sports"",""music"",""food""],""brand"":""BrandC"",""color"":""standard"",""price"":60.08,""rating"":""0.2"",""weight"":90.89,""material"":""Wool"",""inventory"":367,""dimensions"":{""width"":309,""height"":102,""length"":24},""createdDate"":""2026-01-02T21:39:28.202Z"",""description"":""A deluxe art product"",""lastModified"":""2026-02-26T21:43:47.188Z""}","{""region"":""LATAM"",""source"":""Web Scrape"",""status"":""Archived"",""verified"":true,""confidence"":""41.96"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-07T15:12:35.283Z""}",Product,Product,Licensed,Bundle,1774629224350
6009,4,REC-000009,"{""sku"":""SKU-8DE4PN8I"",""upc"":""79336984880"",""name"":""Item_782pc6j"",""size"":""L"",""tags"":[""home""],""brand"":""Generic"",""color"":""basic"",""price"":96.93,""rating"":""1.8"",""weight"":26.6,""material"":""Nylon"",""inventory"":278,""dimensions"":{""width"":179,""height"":240,""length"":359},""createdDate"":""2025-05-14T14:48:23.492Z"",""description"":""A deluxe furniture product"",""lastModified"":""2026-03-10T06:28:46.044Z""}","{""region"":""MENA"",""source"":""User Submission"",""status"":""Archived"",""verified"":true,""confidence"":""97.19"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-01T05:08:14.298Z""}",Marketing,Marketing,Webinar,Social Media,1774629224350
6010,4,REC-000010,"{""sku"":""SKU-YK8RZFD3"",""upc"":""626301068839"",""name"":""Item_rkow9"",""size"":""M"",""tags"":[""music"",""books""],""brand"":""Store Brand"",""color"":""large"",""price"":20.22,""rating"":""1.7"",""weight"":71.41,""material"":""Metal"",""inventory"":194,""dimensions"":{""width"":177,""height"":196,""length"":355},""createdDate"":""2025-09-05T16:44:38.995Z"",""description"":""A standard home product"",""lastModified"":""2026-03-09T05:26:42.997Z""}","{""region"":""EU"",""source"":""User Submission"",""status"":""Review"",""verified"":false,""confidence"":""29.17"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-13T16:44:33.559Z""}",Event,Event,Virtual,In Person,1774629224350
